study,genome_id,contig,location,contig_edge,product,bgc_id,author,class,GCF_c0.3,GCF_c0.4,GCF_c0.5
Sharrar_et_al_2020,ANG_342,ANG_342_10,[21135:31954],FALSE,RiPP-like,ANG_342_10.region001,Sharrar,RiPP,628,628,628
Sharrar_et_al_2020,ANG_342,ANG_342_19,[101602:125231],FALSE,lassopeptide,ANG_342_19.region001,Sharrar,RiPP,629,629,974
Sharrar_et_al_2020,ANG_342,ANG_342_19,[195185:243034],FALSE,NRPS;NRPS-like,ANG_342_19.region002,Sharrar,NRPS,630,630,630
Sharrar_et_al_2020,ANG_342,ANG_342_21,[26794:37742],FALSE,RiPP-like,ANG_342_21.region001,Sharrar,RiPP,631,631,631
Sharrar_et_al_2020,ANG_346,ANG_346_106,[0:9370],TRUE,RiPP-like,ANG_346_106.region001,Sharrar,RiPP,634,634,634
Sharrar_et_al_2020,ANG_346,ANG_346_174,[0:19271],TRUE,terpene,ANG_346_174.region001,Sharrar,Terpene,635,635,635
Sharrar_et_al_2020,ANG_346,ANG_346_275,[0:20253],TRUE,NRPS-like,ANG_346_275.region001,Sharrar,NRPS,636,636,636
Sharrar_et_al_2020,ANG_346,ANG_346_284,[0:18550],TRUE,NRPS-like,ANG_346_284.region001,Sharrar,NRPS,637,637,637
Sharrar_et_al_2020,ANG_348,ANG_348_36,[60184:82212],FALSE,indole,ANG_348_36.region001,Sharrar,Other,638,638,638
Sharrar_et_al_2020,ANG_348,ANG_348_39,[0:23323],TRUE,betalactone,ANG_348_39.region001,Sharrar,Other,639,639,639
Sharrar_et_al_2020,ANG_348,ANG_348_41,[90039:100948],FALSE,RiPP-like,ANG_348_41.region001,Sharrar,RiPP,90,90,90
Sharrar_et_al_2020,ANG_348,ANG_348_43,[7390:70925],FALSE,arylpolyene;terpene,ANG_348_43.region001,Sharrar,Other,95,95,147
Sharrar_et_al_2020,ANG_348,ANG_348_46,[72532:89291],TRUE,redox-cofactor,ANG_348_46.region001,Sharrar,Other,89,89,89
Sharrar_et_al_2020,ANG_348,ANG_348_52,[445:40971],TRUE,NRPS-like,ANG_348_52.region001,Sharrar,NRPS,92,92,92
Sharrar_et_al_2020,ANG_350,ANG_350_111,[0:9043],TRUE,terpene,ANG_350_111.region001,Sharrar,Terpene,598,598,598
Sharrar_et_al_2020,ANG_350,ANG_350_126,[0:8141],TRUE,NRPS-like,ANG_350_126.region001,Sharrar,NRPS,92,92,92
Sharrar_et_al_2020,ANG_350,ANG_350_185,[0:8700],TRUE,indole,ANG_350_185.region001,Sharrar,Other,654,654,654
Sharrar_et_al_2020,ANG_350,ANG_350_191,[0:11717],TRUE,arylpolyene,ANG_350_191.region001,Sharrar,Other,95,95,147
Sharrar_et_al_2020,ANG_350,ANG_350_227,[0:14117],TRUE,redox-cofactor,ANG_350_227.region001,Sharrar,Other,89,89,89
Sharrar_et_al_2020,ANG_354,ANG_354_13,[13927:34170],FALSE,RRE-containing,ANG_354_13.region001,Sharrar,RiPP,10256,10297,10297
Sharrar_et_al_2020,ANG_354,ANG_354_14,[63678:85833],FALSE,redox-cofactor,ANG_354_14.region001,Sharrar,Other,658,658,658
Sharrar_et_al_2020,ANG_354,ANG_354_21,[37103:79827],FALSE,NRPS-like,ANG_354_21.region001,Sharrar,NRPS,11260,11260,11260
Sharrar_et_al_2020,ANG_354,ANG_354_48,[0:24193],TRUE,NRPS-like,ANG_354_48.region001,Sharrar,NRPS,10257,10257,10257
Sharrar_et_al_2020,ANG_354,ANG_354_54,[152152:184177],FALSE,terpene,ANG_354_54.region001,Sharrar,Terpene,1176,10308,10308
Sharrar_et_al_2020,ANG_354,ANG_354_56,[23969:68034],FALSE,NRPS,ANG_354_56.region001,Sharrar,NRPS,662,662,662
Sharrar_et_al_2020,ANG_355,ANG_355_6,[0:21862],TRUE,terpene,ANG_355_6.region001,Sharrar,Terpene,10301,10308,10308
Sharrar_et_al_2020,ANG_355,ANG_355_24,[0:37332],TRUE,NRPS-like,ANG_355_24.region001,Sharrar,NRPS,666,666,614
Sharrar_et_al_2020,ANG_355,ANG_355_26,[20882:63405],FALSE,NRPS-like,ANG_355_26.region001,Sharrar,NRPS,667,667,667
Sharrar_et_al_2020,ANG_355,ANG_355_107,[0:24197],TRUE,T1PKS,ANG_355_107.region001,Sharrar,PKS,663,663,663
Sharrar_et_al_2020,ANG_355,ANG_355_111,[6660:22278],TRUE,ranthipeptide,ANG_355_111.region001,Sharrar,RiPP,664,664,664
Sharrar_et_al_2020,ANG_355,ANG_355_119,[0:10563],TRUE,NRPS,ANG_355_119.region001,Sharrar,NRPS,665,665,665
Sharrar_et_al_2020,ANG_359,ANG_359_2,[39618:61574],FALSE,terpene,ANG_359_2.region001,Sharrar,Terpene,672,672,672
Sharrar_et_al_2020,ANG_359,ANG_359_10,[11:10725],FALSE,butyrolactone,ANG_359_10.region001,Sharrar,Other,669,669,669
Sharrar_et_al_2020,ANG_359,ANG_359_17,[16860:41701],FALSE,terpene,ANG_359_17.region001,Sharrar,Terpene,670,670,670
Sharrar_et_al_2020,ANG_359,ANG_359_19,[0:46000],TRUE,T1PKS,ANG_359_19.region001,Sharrar,PKS,671,671,671
Sharrar_et_al_2020,ANG_36,ANG_36_2,[0:13577],TRUE,T1PKS,ANG_36_2.region001,Sharrar,PKS,685,685,685
Sharrar_et_al_2020,ANG_36,ANG_36_20,[37752:83770],FALSE,NRPS,ANG_36_20.region001,Sharrar,NRPS,686,686,686
Sharrar_et_al_2020,ANG_36,ANG_36_22,[0:28929],TRUE,other,ANG_36_22.region001,Sharrar,Other,687,687,687
Sharrar_et_al_2020,ANG_36,ANG_36_22,[29590:40397],FALSE,RiPP-like,ANG_36_22.region002,Sharrar,RiPP,688,688,688
Sharrar_et_al_2020,ANG_36,ANG_36_24,[308650:339474],FALSE,betalactone,ANG_36_24.region001,Sharrar,Other,689,778,159
Sharrar_et_al_2020,ANG_36,ANG_36_25,[0:17483],TRUE,betalactone,ANG_36_25.region001,Sharrar,Other,690,690,690
Sharrar_et_al_2020,ANG_360,ANG_360_1,[0:18840],TRUE,terpene,ANG_360_1.region001,Sharrar,Terpene,1273,1273,1273
Sharrar_et_al_2020,ANG_360,ANG_360_66,[0:13523],TRUE,LAP,ANG_360_66.region001,Sharrar,RiPP,676,676,676
Sharrar_et_al_2020,ANG_360,ANG_360_102,[0:6323],TRUE,NRPS,ANG_360_102.region001,Sharrar,NRPS,674,674,674
Sharrar_et_al_2020,ANG_360,ANG_360_164,[0:7208],TRUE,terpene,ANG_360_164.region001,Sharrar,Terpene,675,675,1275
Sharrar_et_al_2020,ANG_366,ANG_366_11,[0:18557],TRUE,lassopeptide,ANG_366_11.region001,Sharrar,RiPP,677,677,677
Sharrar_et_al_2020,ANG_366,ANG_366_13,[11878:34002],FALSE,redox-cofactor,ANG_366_13.region001,Sharrar,Other,829,829,829
Sharrar_et_al_2020,ANG_366,ANG_366_15,[0:10741],TRUE,RiPP-like,ANG_366_15.region001,Sharrar,RiPP,1130,1130,1130
Sharrar_et_al_2020,ANG_366,ANG_366_27,[43620:88156],FALSE,T1PKS,ANG_366_27.region001,Sharrar,PKS,680,680,680
Sharrar_et_al_2020,ANG_366,ANG_366_52,[0:18902],TRUE,lassopeptide,ANG_366_52.region001,Sharrar,RiPP,681,681,681
Sharrar_et_al_2020,ANG_368,ANG_368_12,[139464:162670],FALSE,lassopeptide,ANG_368_12.region001,Sharrar,RiPP,682,682,682
Sharrar_et_al_2020,ANG_368,ANG_368_15,[12520:34243],FALSE,terpene,ANG_368_15.region001,Sharrar,Terpene,1350,1350,1350
Sharrar_et_al_2020,ANG_368,ANG_368_163,[0:4707],TRUE,NRPS,ANG_368_163.region001,Sharrar,NRPS,684,684,684
Sharrar_et_al_2020,ANG_37,ANG_37_98,[0:67179],TRUE,NRPS;other,ANG_37_98.region001,Sharrar,NRPS,713,713,713
Sharrar_et_al_2020,ANG_37,ANG_37_182,[4983:25250],FALSE,RRE-containing,ANG_37_182.region001,Sharrar,RiPP,706,706,706
Sharrar_et_al_2020,ANG_37,ANG_37_264,[0:5947],TRUE,RRE-containing,ANG_37_264.region001,Sharrar,RiPP,707,707,707
Sharrar_et_al_2020,ANG_37,ANG_37_265,[0:5941],TRUE,RiPP-like,ANG_37_265.region001,Sharrar,RiPP,708,708,708
Sharrar_et_al_2020,ANG_37,ANG_37_352,[0:4703],TRUE,RRE-containing,ANG_37_352.region001,Sharrar,RiPP,709,709,709
Sharrar_et_al_2020,ANG_37,ANG_37_388,[0:4995],TRUE,NRPS-like,ANG_37_388.region001,Sharrar,NRPS,710,11384,1403
Sharrar_et_al_2020,ANG_37,ANG_37_436,[0:4396],TRUE,NRPS-like,ANG_37_436.region001,Sharrar,NRPS,711,711,711
Sharrar_et_al_2020,ANG_37,ANG_37_559,[0:3175],TRUE,NRPS,ANG_37_559.region001,Sharrar,NRPS,712,712,712
Sharrar_et_al_2020,ANG_371,ANG_371_7,[1033:38942],TRUE,ladderane;ranthipeptide,ANG_371_7.region001,Sharrar,Other,218,218,218
Sharrar_et_al_2020,ANG_371,ANG_371_21,[20826:41825],FALSE,terpene,ANG_371_21.region001,Sharrar,Terpene,9936,9936,9936
Sharrar_et_al_2020,ANG_371,ANG_371_29,[2928:24926],FALSE,terpene,ANG_371_29.region001,Sharrar,Terpene,505,505,505
Sharrar_et_al_2020,ANG_371,ANG_371_31,[27315:48137],FALSE,terpene,ANG_371_31.region001,Sharrar,Terpene,379,379,379
Sharrar_et_al_2020,ANG_371,ANG_371_51,[0:23098],TRUE,NRPS,ANG_371_51.region001,Sharrar,NRPS,694,694,694
Sharrar_et_al_2020,ANG_375,ANG_375_35,[127066:147384],FALSE,RRE-containing,ANG_375_35.region001,Sharrar,RiPP,10310,10297,10297
Sharrar_et_al_2020,ANG_375,ANG_375_37,[30668:73194],FALSE,NRPS-like,ANG_375_37.region001,Sharrar,NRPS,10300,10300,10300
Sharrar_et_al_2020,ANG_375,ANG_375_40,[24455:54079],FALSE,terpene,ANG_375_40.region001,Sharrar,Terpene,10301,10308,10308
Sharrar_et_al_2020,ANG_375,ANG_375_42,[17674:90509],FALSE,NRPS;NRPS-like,ANG_375_42.region001,Sharrar,NRPS,699,699,973
Sharrar_et_al_2020,ANG_375,ANG_375_48,[79234:100905],FALSE,ranthipeptide,ANG_375_48.region001,Sharrar,RiPP,700,700,700
Sharrar_et_al_2020,ANG_375,ANG_375_78,[0:10531],TRUE,RRE-containing,ANG_375_78.region001,Sharrar,RiPP,10296,701,701
Sharrar_et_al_2020,ANG_375,ANG_375_89,[10365:21891],TRUE,ranthipeptide,ANG_375_89.region001,Sharrar,RiPP,702,702,702
Sharrar_et_al_2020,ANG_378,ANG_378_20,[66365:97315],TRUE,arylpolyene,ANG_378_20.region001,Sharrar,Other,703,703,703
Sharrar_et_al_2020,ANG_378,ANG_378_21,[39630:63031],FALSE,terpene,ANG_378_21.region001,Sharrar,Terpene,704,704,704
Sharrar_et_al_2020,ANG_378,ANG_378_22,[46586:57393],FALSE,RiPP-like,ANG_378_22.region001,Sharrar,RiPP,705,705,705
Sharrar_et_al_2020,ANG_38,ANG_38_34,[1759:16847],TRUE,RRE-containing,ANG_38_34.region001,Sharrar,RiPP,774,774,774
Sharrar_et_al_2020,ANG_38,ANG_38_86,[0:10333],TRUE,NRPS-like,ANG_38_86.region001,Sharrar,NRPS,316,11384,1403
Sharrar_et_al_2020,ANG_38,ANG_38_96,[0:13870],TRUE,NRPS-like,ANG_38_96.region001,Sharrar,NRPS,776,776,776
Sharrar_et_al_2020,ANG_38,ANG_38_106,[0:28607],TRUE,T3PKS,ANG_38_106.region001,Sharrar,PKS,771,771,633
Sharrar_et_al_2020,ANG_38,ANG_38_197,[0:33037],TRUE,NRPS-like,ANG_38_197.region001,Sharrar,NRPS,772,772,772
Sharrar_et_al_2020,ANG_38,ANG_38_200,[0:36533],TRUE,NRPS,ANG_38_200.region001,Sharrar,NRPS,773,773,773
Sharrar_et_al_2020,ANG_380,ANG_380_34,[74889:122512],FALSE,T1PKS,ANG_380_34.region001,Sharrar,PKS,714,714,714
Sharrar_et_al_2020,ANG_380,ANG_380_35,[148371:170486],FALSE,redox-cofactor,ANG_380_35.region001,Sharrar,Other,715,7184,6378
Sharrar_et_al_2020,ANG_380,ANG_380_47,[60266:71130],FALSE,RiPP-like,ANG_380_47.region001,Sharrar,RiPP,716,716,9719
Sharrar_et_al_2020,ANG_380,ANG_380_55,[15235:36875],FALSE,terpene,ANG_380_55.region001,Sharrar,Terpene,100,6549,6137
Sharrar_et_al_2020,ANG_387,ANG_387_6,[0:4379],TRUE,NRPS,ANG_387_6.region001,Sharrar,NRPS,763,763,763
Sharrar_et_al_2020,ANG_387,ANG_387_17,[0:5459],TRUE,transAT-PKS-like,ANG_387_17.region001,Sharrar,PKS,723,723,723
Sharrar_et_al_2020,ANG_387,ANG_387_19,[0:9121],TRUE,NRPS-like,ANG_387_19.region001,Sharrar,NRPS,727,727,727
Sharrar_et_al_2020,ANG_387,ANG_387_23,[0:5291],TRUE,phosphonate,ANG_387_23.region001,Sharrar,Other,730,730,730
Sharrar_et_al_2020,ANG_387,ANG_387_29,[0:7716],TRUE,NRPS,ANG_387_29.region001,Sharrar,NRPS,735,735,735
Sharrar_et_al_2020,ANG_387,ANG_387_39,[0:8545],TRUE,NRPS,ANG_387_39.region001,Sharrar,NRPS,744,744,744
Sharrar_et_al_2020,ANG_387,ANG_387_46,[0:5587],TRUE,transAT-PKS-like,ANG_387_46.region001,Sharrar,PKS,755,755,755
Sharrar_et_al_2020,ANG_387,ANG_387_47,[1892:26869],TRUE,NRPS-like,ANG_387_47.region001,Sharrar,NRPS,757,757,757
Sharrar_et_al_2020,ANG_387,ANG_387_50,[30628:53910],FALSE,lanthipeptide-class-ii,ANG_387_50.region001,Sharrar,RiPP,762,762,762
Sharrar_et_al_2020,ANG_387,ANG_387_70,[3156:39681],TRUE,transAT-PKS-like,ANG_387_70.region001,Sharrar,PKS,764,764,764
Sharrar_et_al_2020,ANG_387,ANG_387_79,[0:30919],TRUE,transAT-PKS-like,ANG_387_79.region001,Sharrar,PKS,765,765,765
Sharrar_et_al_2020,ANG_387,ANG_387_85,[0:26532],TRUE,NRPS-like;T1PKS,ANG_387_85.region001,Sharrar,NRPS-PKS,766,766,766
Sharrar_et_al_2020,ANG_387,ANG_387_89,[8747:35041],TRUE,RiPP-like;transAT-PKS-like,ANG_387_89.region001,Sharrar,Other,767,767,767
Sharrar_et_al_2020,ANG_387,ANG_387_90,[0:34159],TRUE,NRPS,ANG_387_90.region001,Sharrar,NRPS,768,768,768
Sharrar_et_al_2020,ANG_387,ANG_387_93,[0:26847],TRUE,transAT-PKS-like,ANG_387_93.region001,Sharrar,PKS,769,769,769
Sharrar_et_al_2020,ANG_387,ANG_387_98,[0:48889],TRUE,NRPS;T1PKS,ANG_387_98.region001,Sharrar,NRPS-PKS,770,770,770
Sharrar_et_al_2020,ANG_387,ANG_387_107,[0:21924],TRUE,T1PKS;transAT-PKS-like,ANG_387_107.region001,Sharrar,PKS,718,718,718
Sharrar_et_al_2020,ANG_387,ANG_387_108,[0:33467],TRUE,NRPS,ANG_387_108.region001,Sharrar,NRPS,719,719,719
Sharrar_et_al_2020,ANG_387,ANG_387_121,[0:19081],TRUE,T3PKS,ANG_387_121.region001,Sharrar,PKS,720,720,720
Sharrar_et_al_2020,ANG_387,ANG_387_139,[0:33125],TRUE,T1PKS;transAT-PKS-like,ANG_387_139.region001,Sharrar,PKS,721,721,721
Sharrar_et_al_2020,ANG_387,ANG_387_169,[0:4381],TRUE,T1PKS,ANG_387_169.region001,Sharrar,PKS,722,722,722
Sharrar_et_al_2020,ANG_387,ANG_387_171,[0:11395],TRUE,NRPS-like,ANG_387_171.region001,Sharrar,NRPS,724,724,724
Sharrar_et_al_2020,ANG_387,ANG_387_177,[0:3350],TRUE,NRPS-like,ANG_387_177.region001,Sharrar,NRPS,725,725,725
Sharrar_et_al_2020,ANG_387,ANG_387_188,[0:7341],TRUE,transAT-PKS-like,ANG_387_188.region001,Sharrar,PKS,726,726,11568
Sharrar_et_al_2020,ANG_387,ANG_387_217,[2211:24703],TRUE,lassopeptide,ANG_387_217.region001,Sharrar,RiPP,728,728,728
Sharrar_et_al_2020,ANG_387,ANG_387_219,[0:8010],TRUE,T1PKS;transAT-PKS-like,ANG_387_219.region001,Sharrar,PKS,729,729,729
Sharrar_et_al_2020,ANG_387,ANG_387_232,[0:4882],TRUE,NRPS,ANG_387_232.region001,Sharrar,NRPS,731,731,731
Sharrar_et_al_2020,ANG_387,ANG_387_242,[0:5656],TRUE,NRPS,ANG_387_242.region001,Sharrar,NRPS,732,732,732
Sharrar_et_al_2020,ANG_387,ANG_387_257,[0:9144],TRUE,NRPS;NRPS-like,ANG_387_257.region001,Sharrar,NRPS,733,733,733
Sharrar_et_al_2020,ANG_387,ANG_387_274,[0:4803],TRUE,NRPS,ANG_387_274.region001,Sharrar,NRPS,734,734,734
Sharrar_et_al_2020,ANG_387,ANG_387_310,[0:5828],TRUE,NRPS-like,ANG_387_310.region001,Sharrar,NRPS,736,736,736
Sharrar_et_al_2020,ANG_387,ANG_387_323,[0:4840],TRUE,NRPS,ANG_387_323.region001,Sharrar,NRPS,737,737,737
Sharrar_et_al_2020,ANG_387,ANG_387_326,[0:3987],TRUE,NRPS,ANG_387_326.region001,Sharrar,NRPS,738,738,738
Sharrar_et_al_2020,ANG_387,ANG_387_349,[0:6330],TRUE,transAT-PKS-like,ANG_387_349.region001,Sharrar,PKS,739,739,10015
Sharrar_et_al_2020,ANG_387,ANG_387_361,[0:4573],TRUE,PKS-like,ANG_387_361.region001,Sharrar,PKS,740,740,740
Sharrar_et_al_2020,ANG_387,ANG_387_363,[0:4540],TRUE,NRPS,ANG_387_363.region001,Sharrar,NRPS,741,741,741
Sharrar_et_al_2020,ANG_387,ANG_387_379,[0:6565],TRUE,T1PKS,ANG_387_379.region001,Sharrar,PKS,742,742,742
Sharrar_et_al_2020,ANG_387,ANG_387_380,[0:9671],TRUE,transAT-PKS-like,ANG_387_380.region001,Sharrar,PKS,743,10015,10015
Sharrar_et_al_2020,ANG_387,ANG_387_395,[0:14629],TRUE,"NAPAA",ANG_387_395.region001,Sharrar,NRPS,745,745,745
Sharrar_et_al_2020,ANG_387,ANG_387_400,[0:7736],TRUE,lanthipeptide-class-ii;proteusin,ANG_387_400.region001,Sharrar,RiPP,746,746,746
Sharrar_et_al_2020,ANG_387,ANG_387_406,[0:4964],TRUE,transAT-PKS-like,ANG_387_406.region001,Sharrar,PKS,747,747,760
Sharrar_et_al_2020,ANG_387,ANG_387_407,[0:5719],TRUE,transAT-PKS-like,ANG_387_407.region001,Sharrar,PKS,748,10015,10015
Sharrar_et_al_2020,ANG_387,ANG_387_416,[7238:24736],TRUE,LAP;RRE-containing,ANG_387_416.region001,Sharrar,RiPP,749,749,749
Sharrar_et_al_2020,ANG_387,ANG_387_423,[0:7839],TRUE,NRPS,ANG_387_423.region001,Sharrar,NRPS,750,750,750
Sharrar_et_al_2020,ANG_387,ANG_387_432,[0:3193],TRUE,NRPS-like,ANG_387_432.region001,Sharrar,NRPS,751,751,751
Sharrar_et_al_2020,ANG_387,ANG_387_438,[0:3635],TRUE,transAT-PKS-like,ANG_387_438.region001,Sharrar,PKS,754,754,760
Sharrar_et_al_2020,ANG_387,ANG_387_445,[0:7368],TRUE,transAT-PKS-like,ANG_387_445.region001,Sharrar,PKS,753,753,10015
Sharrar_et_al_2020,ANG_387,ANG_387_458,[0:3540],TRUE,transAT-PKS-like,ANG_387_458.region001,Sharrar,PKS,754,754,760
Sharrar_et_al_2020,ANG_387,ANG_387_460,[0:3237],TRUE,transAT-PKS-like,ANG_387_460.region001,Sharrar,PKS,756,756,756
Sharrar_et_al_2020,ANG_387,ANG_387_471,[0:4700],TRUE,transAT-PKS-like,ANG_387_471.region001,Sharrar,PKS,758,10015,10015
Sharrar_et_al_2020,ANG_387,ANG_387_476,[0:5482],TRUE,transAT-PKS-like,ANG_387_476.region001,Sharrar,PKS,759,759,759
Sharrar_et_al_2020,ANG_387,ANG_387_484,[0:4638],TRUE,transAT-PKS-like,ANG_387_484.region001,Sharrar,PKS,760,760,760
Sharrar_et_al_2020,ANG_387,ANG_387_487,[0:3204],TRUE,transAT-PKS-like,ANG_387_487.region001,Sharrar,PKS,761,761,761
Sharrar_et_al_2020,ANG_394,ANG_394_17,[11636:22440],FALSE,RiPP-like,ANG_394_17.region001,Sharrar,RiPP,777,777,777
Sharrar_et_al_2020,ANG_394,ANG_394_19,[7308:38021],FALSE,betalactone,ANG_394_19.region001,Sharrar,Other,778,778,159
Sharrar_et_al_2020,ANG_394,ANG_394_70,[0:32090],TRUE,NRPS,ANG_394_70.region001,Sharrar,NRPS,779,779,779
Sharrar_et_al_2020,ANG_397,ANG_397_14,[39028:61128],FALSE,redox-cofactor,ANG_397_14.region001,Sharrar,Other,829,829,829
Sharrar_et_al_2020,ANG_397,ANG_397_53,[4337:15126],FALSE,RiPP-like,ANG_397_53.region001,Sharrar,RiPP,1130,1130,1130
Sharrar_et_al_2020,ANG_398,ANG_398_31,[0:19800],TRUE,NRPS,ANG_398_31.region001,Sharrar,NRPS,822,822,822
Sharrar_et_al_2020,ANG_398,ANG_398_106,[0:16475],TRUE,redox-cofactor,ANG_398_106.region001,Sharrar,Other,829,829,829
Sharrar_et_al_2020,ANG_398,ANG_398_110,[0:10025],TRUE,RiPP-like,ANG_398_110.region001,Sharrar,RiPP,1130,1130,1130
Sharrar_et_al_2020,ANG_4,ANG_4_6,[0:29508],TRUE,T1PKS,ANG_4_6.region001,Sharrar,PKS,1104,1422,1422
Sharrar_et_al_2020,ANG_4,ANG_4_17,[0:18542],TRUE,NRPS-like,ANG_4_17.region001,Sharrar,NRPS,1081,1081,1081
Sharrar_et_al_2020,ANG_4,ANG_4_24,[8196:18285],TRUE,siderophore,ANG_4_24.region001,Sharrar,Other,1090,1090,1090
Sharrar_et_al_2020,ANG_4,ANG_4_80,[0:6870],TRUE,NRPS-like,ANG_4_80.region001,Sharrar,NRPS,1105,1105,1105
Sharrar_et_al_2020,ANG_4,ANG_4_110,[0:13639],TRUE,NRPS-like;T1PKS,ANG_4_110.region001,Sharrar,NRPS-PKS,1076,1076,1076
Sharrar_et_al_2020,ANG_4,ANG_4_128,[0:12728],TRUE,ranthipeptide,ANG_4_128.region001,Sharrar,RiPP,1077,1077,1077
Sharrar_et_al_2020,ANG_4,ANG_4_139,[0:14504],TRUE,T1PKS,ANG_4_139.region001,Sharrar,PKS,1078,1078,1366
Sharrar_et_al_2020,ANG_4,ANG_4_148,[0:10532],TRUE,NRPS-like,ANG_4_148.region001,Sharrar,NRPS,1079,1079,1079
Sharrar_et_al_2020,ANG_4,ANG_4_160,[0:9117],TRUE,NRPS,ANG_4_160.region001,Sharrar,NRPS,1080,1080,1080
Sharrar_et_al_2020,ANG_4,ANG_4_175,[7987:25604],TRUE,terpene,ANG_4_175.region001,Sharrar,Terpene,1082,1082,1082
Sharrar_et_al_2020,ANG_4,ANG_4_191,[4515:25126],TRUE,LAP,ANG_4_191.region001,Sharrar,RiPP,1083,1083,1083
Sharrar_et_al_2020,ANG_4,ANG_4_193,[0:21676],TRUE,NRPS,ANG_4_193.region001,Sharrar,NRPS,1084,1084,1084
Sharrar_et_al_2020,ANG_4,ANG_4_194,[21613:32411],FALSE,RiPP-like,ANG_4_194.region001,Sharrar,RiPP,1085,1085,1085
Sharrar_et_al_2020,ANG_4,ANG_4_195,[0:25762],TRUE,terpene,ANG_4_195.region001,Sharrar,Terpene,1086,1377,1086
Sharrar_et_al_2020,ANG_4,ANG_4_205,[0:20357],TRUE,NRPS-like,ANG_4_205.region001,Sharrar,NRPS,1087,1087,1087
Sharrar_et_al_2020,ANG_4,ANG_4_206,[1136:12009],FALSE,butyrolactone,ANG_4_206.region001,Sharrar,Other,1088,1088,1088
Sharrar_et_al_2020,ANG_4,ANG_4_222,[0:23133],TRUE,T1PKS,ANG_4_222.region001,Sharrar,PKS,1089,1089,1089
Sharrar_et_al_2020,ANG_4,ANG_4_247,[0:7635],TRUE,NRPS-like,ANG_4_247.region001,Sharrar,NRPS,1091,1091,1091
Sharrar_et_al_2020,ANG_4,ANG_4_255,[46410:82796],TRUE,NRPS;PKS-like,ANG_4_255.region001,Sharrar,NRPS-PKS,1092,1092,1092
Sharrar_et_al_2020,ANG_4,ANG_4_257,[0:31821],TRUE,T1PKS,ANG_4_257.region001,Sharrar,PKS,1093,1093,1093
Sharrar_et_al_2020,ANG_4,ANG_4_266,[0:29102],TRUE,T1PKS,ANG_4_266.region001,Sharrar,PKS,1094,1094,1094
Sharrar_et_al_2020,ANG_4,ANG_4_281,[0:37676],TRUE,indole;NRPS,ANG_4_281.region001,Sharrar,Other,1095,1095,1375
Sharrar_et_al_2020,ANG_4,ANG_4_283,[14988:42925],TRUE,NRPS,ANG_4_283.region001,Sharrar,NRPS,1096,1096,1096
Sharrar_et_al_2020,ANG_4,ANG_4_284,[0:30089],TRUE,other,ANG_4_284.region001,Sharrar,Other,1097,1097,1097
Sharrar_et_al_2020,ANG_4,ANG_4_289,[0:28926],TRUE,T3PKS,ANG_4_289.region001,Sharrar,PKS,1098,1098,1098
Sharrar_et_al_2020,ANG_4,ANG_4_328,[0:4158],TRUE,NRPS,ANG_4_328.region001,Sharrar,NRPS,1099,1099,1099
Sharrar_et_al_2020,ANG_4,ANG_4_333,[0:4043],TRUE,NRPS-like,ANG_4_333.region001,Sharrar,NRPS,1100,1100,1100
Sharrar_et_al_2020,ANG_4,ANG_4_339,[0:4951],TRUE,lassopeptide,ANG_4_339.region001,Sharrar,RiPP,1101,1101,1101
Sharrar_et_al_2020,ANG_4,ANG_4_356,[0:11748],TRUE,PKS-like,ANG_4_356.region001,Sharrar,PKS,1102,1102,1102
Sharrar_et_al_2020,ANG_4,ANG_4_386,[0:4714],TRUE,NRPS,ANG_4_386.region001,Sharrar,NRPS,1103,1103,1103
Sharrar_et_al_2020,ANG_40,ANG_40_26,[0:22550],TRUE,NRPS-like,ANG_40_26.region001,Sharrar,NRPS,1054,1054,11260
Sharrar_et_al_2020,ANG_40,ANG_40_38,[8826:36672],TRUE,other,ANG_40_38.region001,Sharrar,Other,845,845,845
Sharrar_et_al_2020,ANG_40,ANG_40_50,[0:19727],TRUE,ranthipeptide,ANG_40_50.region001,Sharrar,RiPP,846,846,846
Sharrar_et_al_2020,ANG_40,ANG_40_78,[0:12090],TRUE,ranthipeptide,ANG_40_78.region001,Sharrar,RiPP,847,847,847
Sharrar_et_al_2020,ANG_40,ANG_40_127,[47854:98877],TRUE,NRPS,ANG_40_127.region001,Sharrar,NRPS,837,837,10284
Sharrar_et_al_2020,ANG_40,ANG_40_129,[19653:44212],TRUE,NRPS-like,ANG_40_129.region001,Sharrar,NRPS,838,838,838
Sharrar_et_al_2020,ANG_40,ANG_40_131,[13159:54209],FALSE,T3PKS,ANG_40_131.region001,Sharrar,PKS,839,839,839
Sharrar_et_al_2020,ANG_40,ANG_40_144,[0:11881],TRUE,terpene,ANG_40_144.region001,Sharrar,Terpene,840,840,1532
Sharrar_et_al_2020,ANG_40,ANG_40_158,[0:20297],TRUE,terpene,ANG_40_158.region001,Sharrar,Terpene,841,10093,10093
Sharrar_et_al_2020,ANG_40,ANG_40_160,[0:26296],TRUE,NRPS-like,ANG_40_160.region001,Sharrar,NRPS,842,842,842
Sharrar_et_al_2020,ANG_40,ANG_40_161,[0:26943],TRUE,NRPS,ANG_40_161.region001,Sharrar,NRPS,843,843,843
